id_1,id_2,label
12,16,1
12,108,1
12,218,1
12,418,1
12,565,1
12,627,1
12,660,1
12,805,1
12,892,1
12,1127,1
12,1339,1
12,1427,1
12,1545,1
12,2172,1
12,2201,1
12,2409,1
12,2686,1
12,2922,1
12,3719,1
12,4478,1
12,4756,1
12,4840,1
12,4856,1
12,4896,1
12,4982,1
12,5281,1
12,5343,1
12,5833,1
12,6056,1
12,6208,1
12,6357,1
12,6866,1
12,6909,1
12,6962,1
12,7169,1
12,7280,1
12,7286,1
12,7411,1
12,7483,1
12,7564,1
12,7899,1
12,7936,1
12,8102,1
12,8185,1
12,8255,1
12,8473,1
12,8694,1
12,9252,1
12,9478,1
12,9813,1
12,9836,1
12,9867,1
12,9902,1
12,9979,1
12,10287,1
12,10317,1
12,11068,1
12,11095,1
12,11166,1
12,11228,1
12,11487,1
12,11722,1
12,11734,1
12,11755,1
12,11957,1
12,12061,1
12,12577,1
12,12825,1
12,13052,1
12,13094,1
12,13282,1
12,13629,1
12,13973,1
12,14100,1
12,14250,1
12,14864,1
12,14964,1
12,14969,1
12,14993,1
13,131,1
13,251,1
13,292,1
13,312,1
13,443,1
13,489,1
13,568,1
13,843,1
13,859,1
13,1079,1
13,1131,1
13,1168,1
13,1196,1
13,1258,1
13,1328,1
13,1332,1
13,1882,1
13,1919,1
13,2024,1
13,2036,1
13,2110,1
13,2145,1
13,2150,1
13,2378,1
13,2477,1
13,2578,1
13,2604,1
13,3028,1
13,3094,1
13,3219,1
13,3289,1
13,3319,1
13,3361,1
13,3418,1
13,3463,1
13,3518,1
13,3529,1
13,3553,1
13,3747,1
13,3914,1
13,4012,1
13,4099,1
13,4169,1
13,4213,1
13,4307,1
13,4457,1
13,4533,1
13,4630,1
13,4914,1
13,5312,1
13,5426,1
13,5456,1
13,5465,1
13,5593,1
13,5734,1
13,5849,1
13,6178,1
13,6199,1
13,6384,1
13,6395,1
13,6660,1
13,6898,1
13,7210,1
13,7239,1
13,7279,1
13,7310,1
13,7571,1
13,7633,1
13,8101,1
13,8146,1
13,8309,1
13,8394,1
13,8478,1
13,8619,1
13,8794,1
13,8904,1
13,8936,1
13,9000,1
13,9051,1
13,9134,1
13,9275,1
13,9341,1
13,9621,1
13,9694,1
13,9855,1
13,10036,1
13,10111,1
13,10161,1
13,10284,1
13,10433,1
13,10663,1
13,10686,1
13,10837,1
13,10941,1
13,10945,1
13,11127,1
13,11190,1
13,11193,1
13,11341,1
13,11359,1
13,11385,1
13,11407,1
13,11524,1
13,11609,1
13,11941,1
13,12136,1
13,12221,1
13,12249,1
13,12490,1
13,12691,1
13,12736,1
13,12960,1
13,13155,1
13,13178,1
13,13507,1
13,13583,1
13,13842,1
13,13858,1
13,13881,1
13,14004,1
13,14140,1
13,14199,1
13,14225,1
13,14318,1
13,14322,1
13,14363,1
13,14687,1
13,14709,1
13,14724,1
13,15054,1
14,59,1
14,86,1
14,398,1
14,905,1
14,2518,1
14,4195,1
14,4854,1
14,5169,1
14,6555,1
14,8224,1
14,8886,1
14,10443,1
14,11331,1
14,11506,1
14,12005,1
14,14548,1
14,14730,1
15,53,1
15,64,1
15,145,1
15,159,1
15,487,1
15,878,1
15,916,1
15,1466,1
15,1689,1
15,2603,1
15,2878,1
15,3120,1
15,3924,1
15,3964,1
15,4154,1
15,4577,1
15,4877,1
15,5758,1
15,5925,1
15,6013,1
15,6248,1
15,7530,1
15,7943,1
15,8165,1
15,8308,1
15,8521,1
15,8675,1
15,8740,1
15,9046,1
15,9566,1
15,9642,1
15,10311,1
15,10322,1
15,10744,1
15,11236,1
15,11493,1
15,12358,1
15,12880,1
15,13315,1
15,13763,1
15,15054,1
16,12,1
16,89,1
16,108,1
16,234,1
16,259,1
16,353,1
16,360,1
16,404,1
16,565,1
16,582,1
16,585,1
16,627,1
16,885,1
16,892,1
16,953,1
16,970,1
16,975,1
16,978,1
16,1010,1
16,1043,1
16,1127,1
16,1153,1
16,1199,1
16,1272,1
16,1276,1
16,1409,1
16,1427,1
16,1509,1
16,1637,1
16,1691,1
16,1767,1
16,1789,1
16,1961,1
16,1992,1
16,2005,1
16,2319,1
16,2552,1
16,2581,1
16,2771,1
16,2854,1
16,2862,1
16,2896,1
16,2922,1
16,2940,1
16,3159,1
16,3481,1
16,3562,1
16,3578,1
16,3579,1
16,3719,1
16,3737,1
16,3861,1
16,3923,1
16,4149,1
16,4321,1
16,4334,1
16,4397,1
16,4413,1
16,4587,1
16,4626,1
16,4715,1
16,4720,1
912,14468,0
14484,569,0
13965,176,0
12283,7474,0
8427,9417,0
6673,13662,0
10218,3178,0
992,6879,0
238,12321,0
4486,10851,0
10453,2936,0
3015,7642,0
9833,2479,0
3720,4900,0
11698,1578,0
9279,12534,0
14839,8760,0
3331,4425,0
537,14447,0
1025,12880,0
5913,14121,0
10143,4676,0
11096,10093,0
2217,3288,0
12211,11689,0
10709,7989,0
7595,4702,0
9792,1933,0
14435,4862,0
9323,12707,0
8631,7267,0
5984,5188,0
11545,13842,0
12181,12666,0
11950,12029,0
9674,391,0
11771,12500,0
9578,5023,0
811,12097,0
13639,1621,0
14939,6552,0
6816,10533,0
12728,4980,0
3645,9637,0
10490,287,0
13561,15061,0
5930,11274,0
13434,7775,0
5647,5454,0
9507,610,0
12064,13323,0
1973,2107,0
2611,4070,0
8409,7419,0
8208,5594,0
11966,4409,0
3147,1118,0
10105,8754,0
9777,7478,0
12104,6919,0
8118,6606,0
2070,6714,0
5005,602,0
11902,7316,0
7902,7567,0
12701,2301,0
9615,7548,0
104,1386,0
9063,1485,0
9908,12388,0
13800,2117,0
9428,3741,0
13860,10577,0
4938,11633,0
1120,12937,0
2472,1675,0
13229,302,0
4171,3496,0
3507,11639,0
5632,12164,0
1135,7091,0
900,14885,0
5477,5333,0
9622,6101,0
5705,10598,0
7797,4575,0
3649,9712,0
2933,11331,0
14705,2644,0
9869,3152,0
5995,105,0
12227,5301,0
9194,1839,0
14524,6093,0
14322,14652,0
9491,10576,0
3980,7502,0
6271,8890,0
7017,1799,0
4978,353,0
5908,9469,0
3128,6019,0
10930,2407,0
12591,3855,0
9047,1667,0
5885,4907,0
14979,8206,0
14956,10021,0
14138,14642,0
13832,3309,0
14067,7419,0
5108,9494,0
2871,894,0
7232,12452,0
9506,3719,0
14252,6411,0
14120,12425,0
5625,10466,0
11357,13535,0
6186,4441,0
8101,14498,0
10651,9755,0
6472,8463,0
240,4952,0
1705,9675,0
5746,3443,0
10740,11481,0
9765,417,0
5557,9194,0
12290,1853,0
8022,1880,0
11865,7788,0
10439,8532,0
13912,4227,0
5898,3151,0
6360,7972,0
13566,1267,0
4458,8091,0
3620,4437,0
15091,7527,0
7177,8510,0
2689,30,0
4915,1967,0
9543,3631,0
10160,111,0
8988,9586,0
9974,11093,0
7978,10547,0
7366,2883,0
8673,3695,0
14216,1105,0
10071,12053,0
13543,14653,0
8340,8276,0
12950,9044,0
290,8749,0
284,4642,0
4428,13890,0
14356,14512,0
12884,2451,0
9642,11310,0
12421,9406,0
10617,9742,0
534,10870,0
9771,1043,0
10292,6164,0
11140,5422,0
14357,10184,0
14600,8030,0
3437,11779,0
11458,4731,0
1938,1605,0
6698,5221,0
3294,6271,0
13928,12962,0
11197,8914,0
9268,4256,0
165,362,0
13849,15000,0
8037,7031,0
8379,7034,0
6310,13725,0
11678,4233,0
5350,2261,0
12275,6045,0
3617,13944,0
1112,2339,0
7296,10775,0
7400,8298,0
3493,8684,0
12469,6105,0
383,1054,0
6256,2660,0
4324,10957,0
14395,3358,0
5857,10758,0
4105,9541,0
11179,1752,0
13325,5114,0
1373,7234,0
8960,5355,0
7349,14743,0
11382,4524,0
10616,10306,0
5755,10026,0
9559,1784,0
7471,5017,0
11664,1658,0
12663,326,0
879,10467,0
12358,14774,0
12103,10483,0
417,11324,0
7666,7038,0
46,14347,0
3036,6219,0
13371,3296,0
12848,4343,0
384,9037,0
1783,11610,0
5829,6890,0
10312,14789,0
776,231,0
5032,12722,0
13919,11114,0
3470,11799,0
2968,3845,0
2342,3698,0
2009,12777,0
301,8456,0
7929,13450,0
9306,3162,0
12837,1394,0
14095,9633,0
12854,10960,0
4085,709,0
12377,4224,0
11744,4109,0
11778,3274,0
11887,5742,0
3381,3800,0
8695,5173,0
10990,8698,0
2298,4011,0
490,12400,0
855,12743,0
3207,10337,0
2633,14702,0
9516,4489,0
6203,2055,0
9043,10045,0
14948,10856,0
12188,7325,0
2757,8856,0
7823,3195,0
1059,14228,0
6118,5699,0
4666,13538,0
2155,2843,0
5965,3345,0
3022,9101,0
2089,13346,0
2143,10657,0
396,14804,0
12517,14814,0
14214,6554,0
13873,14922,0
10256,10904,0
4957,10399,0
10109,5530,0
14465,1005,0
9956,10017,0
6951,419,0
3641,5219,0
4403,1804,0
5608,9985,0
302,2212,0
10622,5514,0
7743,14283,0
11804,5634,0
2711,14066,0
7340,3053,0
12058,12290,0
7448,6692,0
1816,11869,0
492,8471,0
11932,13187,0
7855,11950,0
6407,6411,0
12635,9494,0
198,2423,0
14454,14305,0
2629,9179,0
14634,4930,0
2060,12167,0
6078,9737,0
7113,6471,0
5251,11197,0
7566,3536,0
1848,7055,0
2488,4391,0
9726,9451,0
8836,2267,0
612,1013,0
13908,10976,0
14792,9579,0
4559,7328,0
8104,8918,0
6571,12782,0
10408,3240,0
977,6289,0
9790,7186,0
10797,7074,0
9596,1981,0
2550,2308,0
7337,6369,0
8663,5118,0
10146,7981,0
587,1330,0
4617,7748,0
4305,9056,0
5127,8824,0
3655,6484,0
910,8055,0
7673,1560,0
14561,9484,0
14439,9079,0
10702,775,0
9668,9325,0
7310,10788,0
13845,1961,0
10377,11070,0
4464,97,0
9333,4701,0
2070,13870,0
13957,14479,0
9099,418,0
5637,12179,0
6925,10115,0
11628,1066,0
9367,6936,0
12561,6707,0
13698,1223,0
7095,14293,0
13894,12386,0
2192,3966,0
7327,6282,0
12320,1187,0
71,11467,0
8598,10399,0
5233,13419,0
1711,13905,0
724,10140,0
7366,1698,0
14496,13349,0
10577,10993,0
608,7966,0
12051,359,0
10285,1615,0
7249,13575,0
11408,2006,0
9555,6940,0
12118,446,0
10554,5062,0
4124,11471,0
3367,12514,0
14397,581,0
15104,9533,0
10680,11565,0
9330,10527,0
11274,12252,0
13558,4883,0
499,742,0
8792,4129,0
12975,8534,0
6813,7741,0
1913,14684,0
864,3359,0
2910,357,0
10336,11840,0
8707,7762,0
1155,2039,0
13626,7175,0
3798,13783,0
5721,5887,0
3319,10069,0
4265,11606,0
13644,8434,0
4785,14051,0
11118,8816,0
11150,14097,0
2026,2785,0
2359,14644,0
1879,6802,0
6252,831,0
14491,6117,0
5093,10297,0
2431,3862,0
13681,5165,0
7953,9784,0
8835,10312,0
11951,1736,0
11351,8411,0
14157,3976,0
14510,2276,0
13220,14506,0
6681,4674,0
14428,5210,0
11305,6964,0
4482,12191,0
5423,15121,0
8446,5440,0
2059,14737,0
8258,5896,0
7179,8392,0
6507,7669,0
4224,13681,0
8989,3197,0
6249,414,0
909,11875,0
9010,665,0
9003,12318,0
13136,4752,0
8216,1708,0
12871,11801,0
10585,6356,0
14807,7007,0
7647,8293,0
1129,3976,0
10974,6540,0
2890,11826,0
12724,329,0
7637,3451,0
9203,2091,0
11090,11663,0
10139,11903,0
3244,529,0
5226,3998,0
13789,12575,0
14684,4767,0
7856,13446,0
2279,2052,0
5428,11668,0
3405,7907,0
93,12511,0
3780,10312,0
12861,14123,0
4698,5570,0
12185,6405,0
716,13504,0
6651,13634,0
8511,13935,0
14029,14159,0
6661,11225,0
4567,14923,0
3922,5482,0
11495,13334,0
5133,12732,0
11348,12183,0
11292,13687,0
13790,2127,0
7435,3125,0
13348,4433,0
246,5383,0
14403,2855,0
5486,12235,0
5990,13306,0
14588,11065,0
7170,6411,0
10037,7627,0
7514,2872,0
5690,9567,0
3444,12173,0
7164,5045,0
5703,2710,0
13518,6279,0
2199,13527,0
13826,12020,0
13040,6411,0
10770,12932,0
6538,4013,0
4795,11810,0
10971,5047,0
7430,12855,0
10787,7037,0
4344,928,0
12125,5222,0
9527,6204,0
6996,167,0
6047,5069,0
6400,15040,0
14694,3761,0
2355,8731,0
3455,12287,0
954,1376,0
370,1987,0
248,14319,0
11014,13050,0
5776,7871,0
13187,2550,0
8998,12430,0
13436,14524,0
2364,10142,0
7357,5283,0
4197,4852,0
1561,9273,0
379,12107,0
4829,9819,0
2661,6856,0
13445,713,0
14935,748,0
980,13063,0
9804,3755,0
8879,7612,0
6868,3979,0
14292,10672,0
2465,10477,0
3426,11950,0
5598,10949,0
8947,5374,0
7359,260,0
231,3999,0
3323,2039,0
1346,7662,0
14900,11659,0
14372,2027,0
5288,7226,0
2477,12771,0
12494,11241,0
10232,10888,0
12844,6513,0
3509,5871,0
9140,13314,0
7945,5713,0
13518,10880,0
6882,4409,0
12290,1968,0
11428,3186,0
5621,4071,0
10050,12149,0
9770,12414,0
4114,3261,0
7623,11719,0
245,1180,0
5280,3129,0
5894,14659,0
967,14861,0
9992,10239,0
9224,2981,0
14448,7617,0
8125,2708,0
3666,2071,0
8526,14655,0
14692,1312,0
1904,13232,0
3710,13601,0
8859,10488,0
8767,14614,0
7625,9078,0
13874,5094,0
2814,8568,0
6667,1175,0
14653,5773,0
2464,2785,0
9604,8250,0
8766,4912,0
8337,165,0
7963,12258,0
107,6020,0
8761,6589,0
82,3138,0
5354,9869,0
8448,3384,0
11437,8738,0
7600,27,0
7597,13684,0
387,2437,0
7556,3861,0
13558,14291,0
8669,11001,0
14830,14279,0
6047,11299,0
4908,5946,0
2558,6290,0
5414,64,0
9154,8968,0
8224,7750,0
5755,2166,0
13490,10267,0
6475,13896,0
9500,3195,0
7172,9766,0
12166,1269,0
6384,10568,0
10021,3156,0
2458,1074,0
9161,11859,0
1093,13223,0
10018,2023,0
8954,7773,0
13821,8996,0
7216,6927,0
6534,7589,0
8769,6223,0
13541,9942,0
12731,5052,0
6304,6804,0
1928,5872,0
14871,1093,0
10754,14592,0
1145,10025,0
12394,427,0
7905,14424,0
12622,9432,0
9664,8249,0
7850,5007,0
10820,10362,0
14859,12392,0
5820,708,0
11625,8581,0
6874,2167,0
1104,2451,0
9983,14383,0
4092,6230,0
1175,10667,0
10964,614,0
15082,5723,0
6837,5610,0
11252,1813,0
7630,7978,0
9576,6399,0
14881,13405,0
8724,10216,0
5053,13065,0
10096,12294,0
4799,13307,0
9444,9507,0
3381,7077,0
12121,3214,0
65,12599,0
2679,6714,0
11642,5948,0
10039,15038,0
249,8481,0
9118,7677,0
4197,9525,0
13824,7254,0
11382,3181,0
9604,4504,0
8948,6440,0
899,13999,0
12297,10445,0
7958,11878,0
9585,402,0
14525,2182,0
7163,3553,0
13129,1987,0
11844,4057,0
13775,966,0
2346,12734,0
12481,5638,0
1313,10068,0
10149,7151,0
8706,12078,0
10899,12045,0
8188,14138,0
4695,10783,0
12579,11489,0
4729,14474,0
7306,231,0
9269,8596,0
13169,1470,0
10687,13011,0
8371,4792,0
3206,14175,0
5097,9960,0
7382,3705,0
14708,10488,0
13738,7099,0
4142,1263,0
1816,13129,0
13147,11687,0
7651,1647,0
7196,13108,0
8008,4368,0
11667,7230,0
10684,5118,0
1828,4669,0
10764,2996,0
7078,2850,0
12001,3766,0
6831,13267,0
2873,1445,0
12213,15050,0
1523,4804,0
14964,14290,0
4013,14852,0
1242,4178,0
8842,11947,0
8527,3041,0
4655,1303,0
1772,2519,0
9847,5095,0
13273,7657,0
12186,9055,0
10168,2306,0
6255,5745,0
82,2255,0
1910,6892,0
13387,14965,0
10030,13520,0
9169,4702,0
4204,15009,0
1224,3532,0
3220,32,0
12601,14657,0
11088,11333,0
1521,3913,0
8450,13137,0
4450,2824,0
4345,3173,0
12929,4820,0
10207,14234,0
10828,5351,0
12669,1202,0
1278,10233,0
12001,9156,0
7406,14904,0
9405,12016,0
8052,9131,0
6654,1831,0
2414,6183,0
8597,14605,0
12393,6684,0
2320,3280,0
11421,10322,0
4335,13752,0
15002,13723,0
9600,10821,0
928,1607,0
8487,12664,0
2038,14597,0
11880,9137,0
14811,667,0
13505,2457,0
10678,8457,0
14461,9245,0
10605,13286,0
9958,11468,0
12946,9850,0
9718,13968,0
9117,5390,0
9695,7834,0
6390,10762,0
2847,8173,0
10618,76,0
10857,7339,0
4481,1905,0
6513,6666,0
12650,1670,0
6290,8795,0
9480,10923,0
13481,13918,0
2638,12412,0
11169,4096,0
1934,13806,0
6591,12943,0
3265,6317,0
3520,6040,0
11364,5821,0
11871,419,0
5530,11067,0
7620,1766,0
14233,10045,0
5297,13128,0
2047,4654,0
6564,14873,0
14297,14541,0
3166,9557,0
8240,12389,0
13206,13125,0
14694,13491,0
12690,1110,0
8099,6176,0
9724,9977,0
6128,9778,0
13845,11366,0
3539,1137,0
1997,6764,0
7086,9070,0
7026,13241,0
1108,14913,0
4069,13761,0
2259,7073,0
12541,2206,0
6469,5428,0
3895,9585,0
10633,219,0
8089,12169,0
7787,5412,0
1004,11598,0
6554,14605,0
14474,5486,0
13063,11074,0
5469,10778,0
9485,14851,0
14984,14201,0
10015,4709,0
7738,14977,0
7491,13006,0
1973,11586,0
10087,10064,0
5134,360,0
6571,6688,0
11386,3474,0
6862,7437,0
12383,10967,0
13748,446,0
9924,2717,0
7218,3216,0
7805,4564,0
264,11113,0
14361,144,0
246,329,0
6356,14749,0
5461,9254,0
6175,12504,0
10251,13578,0
12138,13496,0
6548,14329,0
9585,3382,0
6704,1040,0
234,12198,0
4537,2099,0
11143,13374,0
8694,12356,0
2486,5952,0
11062,14359,0
243,3705,0
6389,11185,0
588,2386,0
12552,7692,0
3296,13173,0
12004,6152,0
3724,4454,0
10700,6858,0
2342,8537,0
12049,4858,0
5010,11215,0
5878,14832,0
5798,6444,0
2711,5014,0
3192,3877,0
14859,10978,0
6330,3728,0
1472,5271,0
1903,7682,0
6758,11244,0
9440,511,0
5640,544,0
14580,6377,0
14267,11161,0
8570,5244,0
12137,6084,0
13853,2496,0
9716,10802,0
10107,7234,0
13455,9167,0
455,1980,0
5806,6759,0
14639,86,0
3424,1409,0
11067,3121,0
935,1310,0
14992,14074,0
1261,7922,0
1476,11344,0
6394,10761,0
4551,11580,0
5345,3022,0
7924,9058,0
3189,11587,0
4119,10685,0
1026,10619,0
9362,836,0
8413,5161,0
10700,12420,0
13783,4708,0
12350,1134,0
9974,14158,0
10534,1424,0
12967,9164,0
2392,12733,0
7511,14783,0
7354,14657,0
8530,1755,0
97,2291,0
1136,284,0
12128,8892,0
1622,13672,0
